,name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
86,Bogra,2013-04-28,39.5,23.1,31.1,39.2,23.1,32.1,19.6,57.4,2.3,100,33.33,rain,,,,12.6,164.7,1005.8,18.0,5.7,293.7,25.3,9,,2013-04-28T05:29:26,2013-04-28T18:30:58,0.59,Rain,Clear conditions throughout the day with rain clearing later.,rain,"remote,41883099999"
87,Bogra,2013-04-29,39.9,25.6,31.9,42.5,25.6,34.0,20.9,58.2,1.7,100,62.5,rain,,,,16.6,209.9,1005.6,13.6,4.8,306.6,26.3,10,,2013-04-29T05:28:40,2013-04-29T18:31:27,0.62,Rain,Clear conditions throughout the day with rain.,rain,"remote,41883099999"
88,Bogra,2013-04-30,40.9,25.7,32.9,42.3,25.7,35.5,21.0,55.4,3.3,100,87.5,rain,,,,15.8,208.1,1005.6,6.8,5.0,299.5,25.9,10,,2013-04-30T05:27:55,2013-04-30T18:31:56,0.66,Rain,Clear conditions throughout the day with a chance of rain throughout the day.,rain,"remote,41883099999"
89,Bogra,2013-05-01,41.4,26.4,33.3,45.6,26.4,36.4,21.5,56.1,1.8,100,66.67,rain,,,,21.6,200.5,1002.7,13.7,5.3,303.4,26.1,10,,2013-05-01T05:27:11,2013-05-01T18:32:26,0.69,Rain,Clear conditions throughout the day with a chance of rain throughout the day.,rain,"remote,41883099999"
90,Bogra,2013-05-02,42.6,27.2,34.1,43.6,31.0,37.5,21.0,52.7,0.0,0,0.0,,,,,22.0,203.7,999.7,5.1,5.0,308.7,26.7,10,,2013-05-02T05:26:27,2013-05-02T18:32:55,0.75,Clear,Clear conditions throughout the day.,clear-day,"remote,41883099999"
91,Bogra,2013-05-03,41.6,27.6,33.8,46.3,31.3,36.7,19.5,50.5,0.0,0,0.0,,,,,25.6,200.0,999.5,18.2,5.5,286.3,24.7,10,,2013-05-03T05:25:45,2013-05-03T18:33:25,0.76,Clear,Clear conditions throughout the day.,clear-day,"remote,41883099999"
92,Bogra,2013-05-04,40.0,26.9,32.1,43.1,30.3,36.0,22.5,60.3,5.8,100,62.5,rain,,,,25.2,163.7,1003.2,17.8,5.0,289.0,24.9,10,,2013-05-04T05:25:03,2013-05-04T18:33:55,0.8,Rain,Clear conditions throughout the day with rain.,rain,"remote,41883099999"
93,Bogra,2013-05-05,34.2,20.7,29.0,39.0,20.7,32.4,23.1,72.1,10.8,100,100.0,rain,,,,24.1,153.6,1006.8,35.5,6.0,241.1,20.5,8,,2013-05-05T05:24:23,2013-05-05T18:34:24,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"remote,41883099999"
94,Bogra,2013-05-06,34.1,23.2,29.0,40.2,23.2,32.5,24.0,76.4,11.4,100,100.0,rain,,,,17.6,159.5,1007.0,37.8,5.0,214.9,18.5,7,,2013-05-06T05:23:43,2013-05-06T18:34:55,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"remote,41883099999"
95,Bogra,2013-05-07,36.0,24.4,29.4,41.5,24.4,32.6,23.7,73.5,8.9,100,62.5,rain,,,,14.4,96.4,1005.2,22.2,6.0,269.3,23.3,9,,2013-05-07T05:23:04,2013-05-07T18:35:25,0.9,"Rain, Partially cloudy",Becoming cloudy in the afternoon with a chance of rain throughout the day.,rain,"remote,41883099999"
96,Bogra,2013-05-08,37.5,23.7,30.7,39.8,23.7,32.8,21.8,63.9,2.8,100,62.5,rain,,,,13.3,28.5,1003.8,11.1,4.3,278.4,24.1,9,,2013-05-08T05:22:27,2013-05-08T18:35:55,0.94,Rain,Clear conditions throughout the day with rain.,rain,"remote,41883099999"
97,Bogra,2013-05-09,39.1,23.9,31.4,44.2,23.9,35.2,23.8,68.7,4.3,100,62.5,rain,,,,15.5,118.9,1004.3,12.3,5.0,290.3,24.9,9,,2013-05-09T05:21:50,2013-05-09T18:36:25,0.97,Rain,Clear conditions throughout the day with a chance of rain throughout the day.,rain,"remote,41883099999"
98,Bogra,2013-05-10,39.4,25.1,32.5,45.0,25.1,38.2,24.3,65.6,2.3,100,62.5,rain,,,,18.0,185.1,1004.0,21.1,5.0,277.0,23.6,9,,2013-05-10T05:21:15,2013-05-10T18:36:56,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"remote,41883099999"
99,Bogra,2013-05-11,39.0,26.6,32.5,44.9,26.6,38.7,24.6,67.0,10.4,100,100.0,rain,,,,18.7,189.2,1002.6,15.7,5.0,288.9,24.8,9,,2013-05-11T05:20:41,2013-05-11T18:37:26,0.04,Rain,Clear conditions throughout the day with a chance of rain throughout the day.,rain,"remote,41883099999"
100,Bogra,2013-05-12,36.4,26.1,30.6,43.5,26.1,35.5,24.4,72.1,11.7,100,100.0,rain,,,,24.5,189.9,1003.8,21.8,5.3,264.2,22.6,8,,2013-05-12T05:20:07,2013-05-12T18:37:57,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"remote,41883099999"
101,Bogra,2013-05-13,32.6,24.4,29.1,37.7,24.4,32.5,23.9,74.8,8.2,100,95.83,rain,,,,22.3,186.4,1005.1,48.7,5.3,176.8,15.3,5,,2013-05-13T05:19:35,2013-05-13T18:38:27,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"remote,41883099999"
102,Bogra,2013-05-14,35.2,23.1,30.0,39.8,23.1,33.1,22.9,68.3,7.2,100,58.33,rain,,,51.8,19.1,195.0,1004.6,27.3,5.0,291.0,25.2,9,,2013-05-14T05:19:04,2013-05-14T18:38:58,0.14,"Rain, Partially cloudy",Clearing in the afternoon with a chance of rain throughout the day.,rain,"remote,41883099999"
103,Bogra,2013-05-15,35.9,25.6,30.5,39.4,25.6,33.4,22.9,66.8,1.0,100,37.5,rain,,,,17.3,149.6,1004.6,31.5,4.7,293.0,25.4,9,,2013-05-15T05:18:34,2013-05-15T18:39:28,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"remote,41883099999"
104,Bogra,2013-05-16,36.1,25.4,30.4,39.5,25.4,32.7,22.0,63.6,6.2,100,87.5,rain,,,,20.2,19.7,1002.1,57.8,4.5,318.5,27.6,10,,2013-05-16T05:18:05,2013-05-16T18:39:59,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"remote,41883099999"
105,Bogra,2013-05-17,36.4,24.3,30.4,41.0,24.3,33.8,22.8,66.4,4.1,100,62.5,rain,,,,16.6,168.4,1004.6,42.8,4.7,272.1,23.5,9,,2013-05-17T05:17:38,2013-05-17T18:40:29,0.24,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"remote,41883099999"
106,Bogra,2013-05-18,36.9,24.6,31.4,43.1,24.6,36.6,24.4,68.9,2.7,100,54.17,rain,,,,19.4,168.7,1003.7,63.9,6.0,271.8,23.3,9,,2013-05-18T05:17:11,2013-05-18T18:41:00,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"remote,41883099999"
107,Bogra,2013-05-19,37.6,23.9,31.2,43.9,23.9,36.9,24.6,70.3,2.4,100,79.17,rain,,,,19.1,167.7,1004.5,36.0,5.0,252.2,21.7,8,,2013-05-19T05:16:46,2013-05-19T18:41:30,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"remote,41883099999"
108,Bogra,2013-05-20,33.7,27.3,30.0,40.4,31.9,36.1,25.5,78.2,7.5,100,83.33,rain,,,,16.6,154.8,1003.7,76.6,5.0,170.4,14.6,5,,2013-05-20T05:16:22,2013-05-20T18:42:01,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"remote,41883099999"
109,Bogra,2013-05-21,34.7,25.6,30.5,41.0,25.6,36.3,25.2,75.5,5.0,100,50.0,rain,,,,13.0,139.9,1003.5,63.6,5.3,199.8,17.3,6,,2013-05-21T05:15:59,2013-05-21T18:42:31,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"remote,41883099999"
110,Bogra,2013-05-22,36.5,25.7,30.9,41.9,25.7,36.3,24.7,72.7,3.0,100,37.5,rain,,,,16.2,143.4,1003.4,83.0,5.3,289.7,25.1,9,,2013-05-22T05:15:37,2013-05-22T18:43:01,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"remote,41883099999"
111,Bogra,2013-05-23,34.6,26.4,30.2,41.6,26.4,36.8,25.8,78.9,8.5,100,100.0,rain,,,,13.7,156.3,1003.3,88.5,5.5,203.0,17.3,7,,2013-05-23T05:15:16,2013-05-23T18:43:31,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"remote,41883099999"
112,Bogra,2013-05-24,35.6,26.1,30.4,40.7,26.1,36.0,25.1,76.0,14.1,100,100.0,rain,,,,11.2,166.3,1001.5,83.9,5.7,276.0,23.9,9,,2013-05-24T05:14:57,2013-05-24T18:44:00,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"remote,41883099999"
113,Bogra,2013-05-25,35.5,26.1,30.7,42.2,26.1,36.8,25.3,74.9,11.1,100,58.33,rain,,,,11.9,138.2,1002.2,84.5,5.3,267.5,23.0,9,,2013-05-25T05:14:39,2013-05-25T18:44:30,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"remote,41883099999"
114,Bogra,2013-05-26,33.4,27.2,30.1,41.2,31.0,37.5,26.3,80.7,0.0,0,0.0,,,,,16.2,143.6,1002.6,78.7,5.3,116.5,10.1,4,,2013-05-26T05:14:22,2013-05-26T18:44:59,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,41883099999"
115,Bogra,2013-05-27,35.1,27.2,30.2,40.8,31.4,35.7,24.9,75.2,3.0,100,50.0,rain,,,,37.1,146.1,1003.2,60.5,5.3,175.9,15.2,6,,2013-05-27T05:14:06,2013-05-27T18:45:28,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"remote,41883099999"
116,Bogra,2013-05-28,34.0,26.4,29.6,40.2,26.4,34.2,25.0,77.7,3.9,100,79.17,rain,,,,16.6,109.0,1003.6,51.7,6.0,241.7,21.0,8,,2013-05-28T05:13:52,2013-05-28T18:45:56,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"remote,41883099999"
117,Bogra,2013-05-29,33.7,26.1,29.0,41.6,26.1,33.9,25.7,83.2,23.0,100,100.0,rain,,,42.5,27.4,87.9,1003.2,70.8,5.3,191.7,16.5,7,,2013-05-29T05:13:38,2013-05-29T18:46:25,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"remote,41883099999"
118,Bogra,2013-05-30,32.0,25.7,28.3,38.0,25.7,31.3,24.7,81.8,12.3,100,100.0,rain,,,,43.2,114.4,1001.4,69.1,5.3,235.3,20.3,7,,2013-05-30T05:13:26,2013-05-30T18:46:53,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"remote,41883099999"
119,Bogra,2013-05-31,30.4,25.1,27.8,35.9,25.1,30.9,24.9,84.6,17.7,100,100.0,rain,,,,44.3,134.9,1001.8,71.4,4.8,193.7,16.7,6,,2013-05-31T05:13:15,2013-05-31T18:47:20,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"remote,41883099999"
120,Bogra,2013-06-01,31.5,24.1,28.2,37.5,24.1,32.2,25.0,83.8,4.1,100,54.17,rain,,,,15.5,152.1,1006.1,85.7,5.3,152.0,13.3,5,,2013-06-01T05:13:06,2013-06-01T18:47:47,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"remote,41883099999"
121,Bogra,2013-06-02,33.6,26.3,29.8,43.8,26.3,35.0,25.5,78.8,0.0,0,0.0,,,,,12.6,198.0,1003.8,77.8,6.0,215.5,18.7,6,,2013-06-02T05:12:57,2013-06-02T18:48:14,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,41883099999"
122,Bogra,2013-06-03,35.0,26.2,30.7,59.9,26.2,37.2,25.3,76.0,0.0,0,0.0,,,,,12.2,215.1,1002.7,47.5,5.3,250.8,21.7,8,,2013-06-03T05:12:50,2013-06-03T18:48:41,0.81,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"remote,41883099999"
123,Bogra,2013-06-04,35.4,26.8,31.2,42.2,30.3,37.5,25.1,72.0,0.0,0,0.0,,,,,14.0,198.3,1003.7,58.0,5.3,239.0,20.5,8,,2013-06-04T05:12:44,2013-06-04T18:49:06,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,41883099999"
124,Bogra,2013-06-05,34.8,27.3,30.9,43.6,31.9,37.9,25.7,75.2,1.6,100,62.5,rain,,,,17.3,196.8,1004.5,77.0,4.0,186.6,16.2,6,,2013-06-05T05:12:39,2013-06-05T18:49:32,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"remote,41883099999"
125,Bogra,2013-06-06,31.6,27.6,29.3,38.9,32.2,35.6,26.0,83.0,6.3,100,100.0,rain,,,,16.2,182.1,1003.5,86.5,5.7,115.4,9.9,4,,2013-06-06T05:12:35,2013-06-06T18:49:56,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"remote,41883099999"
126,Bogra,2013-06-07,33.1,26.6,28.6,42.3,26.6,34.2,26.1,86.9,19.0,100,100.0,rain,,,,14.4,155.9,1003.2,76.9,5.3,121.3,10.5,3,,2013-06-07T05:12:33,2013-06-07T18:50:21,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"remote,41883099999"
127,Bogra,2013-06-08,30.8,26.4,28.6,40.1,26.4,33.6,26.1,86.9,7.2,100,66.67,rain,,,,12.2,185.4,1002.0,79.8,5.0,118.6,10.3,3,,2013-06-08T05:12:32,2013-06-08T18:50:44,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"remote,41883099999"
128,Bogra,2013-06-09,33.6,26.7,29.4,42.5,26.7,36.1,26.4,84.6,1.2,100,50.0,rain,,,,14.4,173.3,999.1,81.6,5.7,139.5,12.1,4,,2013-06-09T05:12:31,2013-06-09T18:51:07,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"remote,41883099999"
129,Bogra,2013-06-10,33.1,26.8,29.6,44.0,30.6,36.7,26.4,83.5,1.7,100,62.5,rain,,,,14.0,165.8,1000.5,86.0,5.0,159.6,13.8,5,,2013-06-10T05:12:32,2013-06-10T18:51:29,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"remote,41883099999"
130,Bogra,2013-06-11,35.9,27.5,30.1,44.5,33.0,38.0,26.8,83.5,1.4,100,50.0,rain,,,,19.1,108.7,1000.3,87.4,6.3,132.0,11.4,4,,2013-06-11T05:12:34,2013-06-11T18:51:51,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"remote,41883099999"
131,Bogra,2013-06-12,35.1,26.5,30.8,42.8,26.5,36.5,25.4,75.2,0.7,100,16.67,rain,,,,24.5,132.9,1000.1,79.7,5.0,321.7,27.8,10,,2013-06-12T05:12:38,2013-06-12T18:52:12,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"remote,41883099999"
132,Bogra,2013-06-13,33.3,26.4,30.0,40.7,26.4,35.2,25.2,77.0,1.1,100,45.83,rain,,,,22.3,137.8,1000.8,88.1,5.3,224.6,19.6,7,,2013-06-13T05:12:42,2013-06-13T18:52:32,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"remote,41883099999"
133,Bogra,2013-06-14,32.9,26.8,29.5,40.9,30.4,35.4,25.7,80.9,3.0,100,79.17,rain,,,,26.3,140.0,1000.6,78.0,6.0,209.0,18.2,7,,2013-06-14T05:12:47,2013-06-14T18:52:51,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"remote,41883099999"
134,Bogra,2013-06-15,33.2,26.8,29.7,42.0,30.5,35.9,25.7,80.4,1.8,100,50.0,rain,,,,15.8,155.9,1002.0,78.2,5.5,164.9,14.2,5,,2013-06-15T05:12:54,2013-06-15T18:53:10,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"remote,41883099999"
135,Bogra,2013-06-16,33.9,26.5,30.5,44.9,26.5,36.4,25.4,75.9,0.0,0,0.0,,,,,11.9,183.8,1002.6,56.6,5.8,208.6,18.1,6,,2013-06-16T05:13:01,2013-06-16T18:53:28,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,41883099999"
136,Bogra,2013-06-17,36.4,27.3,31.8,44.2,31.9,38.7,25.4,70.7,0.2,100,8.33,rain,,,,18.0,211.6,1001.0,37.7,5.3,296.9,25.7,9,,2013-06-17T05:13:10,2013-06-17T18:53:44,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"remote,41883099999"
137,Bogra,2013-06-18,35.4,27.8,31.3,42.7,33.0,39.0,26.0,74.5,1.6,100,37.5,rain,,,,16.6,211.4,999.3,67.8,5.8,154.5,13.5,5,,2013-06-18T05:13:19,2013-06-18T18:54:00,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"remote,41883099999"
138,Bogra,2013-06-19,33.7,25.6,30.3,44.0,25.6,38.2,26.6,81.5,8.2,100,100.0,rain,,,,10.8,238.5,999.9,87.2,6.0,101.2,8.8,3,,2013-06-19T05:13:30,2013-06-19T18:54:16,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"remote,41883099999"
139,Bogra,2013-06-20,32.7,26.4,29.5,43.4,26.4,36.3,26.4,84.3,14.8,100,70.83,rain,,,,11.9,198.8,999.7,84.0,5.3,125.7,10.9,4,,2013-06-20T05:13:41,2013-06-20T18:54:30,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"remote,41883099999"
140,Bogra,2013-06-21,33.1,27.1,30.0,42.9,30.8,37.4,26.4,82.0,4.1,100,83.33,rain,,,,8.3,82.6,999.0,87.5,4.7,120.3,10.2,4,,2013-06-21T05:13:53,2013-06-21T18:54:43,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"remote,41883099999"
141,Bogra,2013-06-22,34.6,27.9,30.6,47.2,34.2,39.2,26.9,81.5,3.6,100,50.0,rain,,,,14.8,111.8,998.2,73.2,6.0,186.2,16.0,6,,2013-06-22T05:14:07,2013-06-22T18:54:55,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"remote,41883099999"
142,Bogra,2013-06-23,34.1,27.6,30.5,42.1,33.1,37.9,26.2,79.0,0.6,100,25.0,rain,,,,15.5,146.7,998.4,89.2,5.5,184.1,15.7,7,,2013-06-23T05:14:21,2013-06-23T18:55:06,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"remote,41883099999"
143,Bogra,2013-06-24,33.4,27.2,30.1,43.2,31.7,37.6,26.5,81.9,2.1,100,66.67,rain,,,,23.8,129.9,998.8,88.2,5.3,154.9,13.3,5,,2013-06-24T05:14:36,2013-06-24T18:55:17,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"remote,41883099999"
144,Bogra,2013-06-25,32.2,27.0,29.4,41.8,31.3,36.7,26.7,85.7,9.4,100,100.0,rain,,,,25.2,132.8,1001.1,89.5,5.3,155.3,13.5,5,,2013-06-25T05:14:52,2013-06-25T18:55:26,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"remote,41883099999"
145,Bogra,2013-06-26,33.4,26.1,29.5,43.2,26.1,36.7,26.7,85.8,10.5,100,100.0,rain,,,,22.7,164.5,1002.2,94.4,5.3,209.0,18.2,7,,2013-06-26T05:15:08,2013-06-26T18:55:34,0.59,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"remote,41883099999"
146,Bogra,2013-06-27,32.5,27.0,29.3,43.5,31.2,37.1,27.0,87.7,25.8,100,100.0,rain,,,,21.6,183.4,1000.3,91.3,4.7,143.6,12.4,5,,2013-06-27T05:15:26,2013-06-27T18:55:41,0.63,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"remote,41883099999"
147,Bogra,2013-06-28,31.2,26.2,28.8,41.5,26.2,36.1,27.1,90.8,43.1,100,100.0,rain,,,,19.4,180.3,998.8,89.2,5.7,122.1,10.6,4,,2013-06-28T05:15:44,2013-06-28T18:55:47,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"remote,41883099999"
148,Bogra,2013-06-29,32.3,27.0,29.0,42.6,31.2,36.0,26.8,88.7,21.6,100,100.0,rain,,,,18.4,167.2,998.9,89.6,6.0,165.8,14.3,5,,2013-06-29T05:16:03,2013-06-29T18:55:52,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"remote,41883099999"
149,Bogra,2013-06-30,32.5,26.8,29.3,41.6,30.6,36.0,26.4,85.3,14.0,100,100.0,rain,,,,16.6,212.4,998.8,91.9,5.0,202.9,17.4,6,,2013-06-30T05:16:23,2013-06-30T18:55:55,0.75,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"remote,41883099999"
150,Bogra,2013-07-01,33.7,26.6,29.8,43.3,26.6,36.8,26.6,84.1,3.9,100,70.83,rain,,,,18.0,171.5,998.1,91.9,5.0,227.1,19.9,8,,2013-07-01T05:16:43,2013-07-01T18:55:58,0.76,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"remote,41883099999"
151,Bogra,2013-07-02,32.1,26.7,29.0,40.8,26.7,35.7,26.5,86.8,1.1,100,41.67,rain,,,,19.4,160.4,998.6,86.8,5.0,137.4,11.6,4,,2013-07-02T05:17:04,2013-07-02T18:55:59,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"remote,41883099999"
152,Bogra,2013-07-03,32.4,26.5,29.3,42.5,26.5,35.7,26.5,85.6,11.2,100,100.0,rain,,,,15.1,179.7,1000.3,88.8,4.5,182.3,15.7,6,,2013-07-03T05:17:25,2013-07-03T18:55:59,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"remote,41883099999"
153,Bogra,2013-07-04,33.1,26.6,29.0,42.3,26.6,34.8,26.2,85.7,7.1,100,100.0,rain,,,,16.6,190.4,1001.2,92.9,5.0,199.4,17.3,7,,2013-07-04T05:17:48,2013-07-04T18:55:58,0.86,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"remote,41883099999"
154,Bogra,2013-07-05,33.6,26.5,29.7,43.7,26.5,36.6,26.6,84.3,11.7,100,100.0,rain,,,,19.4,182.0,1000.9,94.0,5.7,254.2,21.9,8,,2013-07-05T05:18:10,2013-07-05T18:55:56,0.9,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"remote,41883099999"
155,Bogra,2013-07-06,32.1,26.7,29.0,41.0,26.7,35.0,26.4,86.5,15.0,100,100.0,rain,,,,19.1,175.8,1003.6,88.5,5.0,183.3,15.7,6,,2013-07-06T05:18:34,2013-07-06T18:55:53,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"remote,41883099999"
156,Bogra,2013-07-07,33.4,26.5,29.7,42.7,26.5,35.7,26.0,81.7,4.5,100,50.0,rain,,,,19.4,202.5,1004.0,83.9,5.0,240.5,20.8,7,,2013-07-07T05:18:57,2013-07-07T18:55:48,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"remote,41883099999"
157,Bogra,2013-07-08,32.4,26.5,29.4,41.3,26.5,35.5,26.1,83.0,2.7,100,58.33,rain,,,,20.9,197.1,1002.6,85.0,5.3,220.8,19.0,7,,2013-07-08T05:19:22,2013-07-08T18:55:42,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"remote,41883099999"
158,Bogra,2013-07-09,33.1,26.8,29.6,42.3,30.5,36.8,26.5,84.0,3.6,100,100.0,rain,,,,19.8,189.5,1000.1,81.6,6.0,238.8,20.8,7,,2013-07-09T05:19:46,2013-07-09T18:55:35,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"remote,41883099999"
159,Bogra,2013-07-10,33.6,27.0,29.6,42.2,31.3,36.7,26.5,84.1,2.3,100,75.0,rain,,,,18.4,163.6,999.4,84.6,5.0,211.4,18.2,7,,2013-07-10T05:20:12,2013-07-10T18:55:27,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"remote,41883099999"
160,Bogra,2013-07-11,32.3,26.7,29.4,41.7,26.7,36.0,26.3,84.0,2.3,100,66.67,rain,,,,23.0,123.8,1001.5,80.1,5.0,208.8,18.0,7,,2013-07-11T05:20:37,2013-07-11T18:55:17,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"remote,41883099999"
161,Bogra,2013-07-12,30.9,26.5,28.6,39.8,26.5,34.3,26.4,88.5,4.2,100,79.17,rain,,,,22.7,128.8,1002.7,89.3,5.0,142.1,12.3,4,,2013-07-12T05:21:03,2013-07-12T18:55:06,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"remote,41883099999"
162,Bogra,2013-07-13,32.7,26.3,29.2,40.6,26.3,34.8,26.1,84.5,2.5,100,62.5,rain,,,,19.8,161.1,1001.9,73.6,6.0,243.5,21.2,8,,2013-07-13T05:21:29,2013-07-13T18:54:54,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"remote,41883099999"
163,Bogra,2013-07-14,32.8,26.1,29.5,41.4,26.1,35.4,26.1,82.6,0.2,100,8.33,rain,,,,17.6,141.1,1000.3,72.0,5.3,252.5,21.7,8,,2013-07-14T05:21:56,2013-07-14T18:54:41,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"remote,41883099999"
164,Bogra,2013-07-15,32.7,26.8,29.5,41.7,30.6,36.6,26.4,84.0,0.0,0,0.0,,,,,20.9,125.7,1001.4,67.5,4.7,229.3,19.7,7,,2013-07-15T05:22:22,2013-07-15T18:54:26,0.24,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,41883099999"
165,Bogra,2013-07-16,33.1,26.8,29.9,42.3,30.6,37.0,26.4,82.7,1.6,100,41.67,rain,,,,18.4,140.3,1001.1,87.5,5.3,223.6,19.3,7,,2013-07-16T05:22:49,2013-07-16T18:54:10,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"remote,41883099999"
166,Bogra,2013-07-17,32.7,26.9,29.4,41.1,30.9,36.2,26.3,84.2,2.3,100,62.5,rain,,,,18.7,148.5,1001.0,86.2,5.3,205.6,17.8,6,,2013-07-17T05:23:17,2013-07-17T18:53:53,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"remote,41883099999"
